Zip_Code,Average Income,Total households
26456,45980,289.4852105
26501,75840.75,840.9161056
26505,35810.6,3250.424132
26508,84077.25,1277.95824
26521,64306,273.5544663
26537,44586,288.2204991
26554,55145.25,844.9334525
26559,47705,837.2697185
26570,55536,1101.722988
26582,52063,243.0895508
26585,60542,253.4190996
26610,43067,393.6175614
26623,38738,467.9744061
26651,55324,1822.155116
26704,35163,1990.98396
26705,50790,317.3869264
26717,31445.5,768.6381383
26743,31187,147.6919321
26757,41802,235.8552921
26801,56472,1849.20782
26807,54864,343.2562382
26833,61104,218.2617249
27006,96650,231.3218583
27012,84668.25,3368.258615
27014,66831,201.226242
27017,32108,453.0502645
27018,49589.33333,1916.119916
27021,52050,4306.371938
27023,94149.33333,2873.236492
27027,34153,365.7199885
27028,47694,458.6230974
27030,49971.4,1990.000077
27041,40605,492.0549662
27046,41855,499.1466335
27048,61516,1419.812777
27050,0,0
27051,52051,147.4959064
27055,41362.5,1312.797086
27101,29176,1399.023313
27103,69193.5,1500.427425
27104,32584,731.4191826
27105,32269.2,2647.969646
27106,76359,2043.828348
27107,53079.4,5112.969409
27127,50942,871.76878
27203,39558,1168.602463
27205,53745,1827.999072
27208,39131,204.7603182
27214,56615,473.4144109
27215,38219,1657.345872
27217,41504,3053.952095
27229,48937,172.3940998
27239,60017.5,1623.469401
27243,31377,279.6606065
27244,89973,62.43027275
27248,48119,411.2880655
27249,98478,214.0495434
27253,66717.5,2399.28984
27258,41517,569.7091955
27260,37166,251.3918536
27262,39388.33333,3168.60454
27265,82042,2741.947122
27278,81891,1379.10467
27284,79150.8,2590.480061
27288,28928,343.7474471
27292,48101.6,3721.917956
27295,57089.33333,822.6148391
27301,51821,323.522661
27302,74211,3147.011331
27312,70071,317.1518625
27313,54916,1614.085359
27316,49920,393.3530021
27317,50526,834.4402264
27320,56278.5,2225.922455
27326,47900,250.9199336
27330,48449.75,2408.613553
27332,68295,656.970381
27340,66268,312.950003
27344,41391,700.8120872
27349,52843,497.5560267
27350,58266.5,1771.41258
27356,40130.5,2274.287877
27358,120146,1339.203743
27360,60183,1924.928611
27370,73612,210.8233259
27375,60793.33333,1136.120421
27376,73227,585.5608912
27379,46757,507.1815795
27401,28471,560.4079988
27403,32248,320.4854273
27405,32503.2,3711.414405
27406,61452.66667,1265.120204
27407,47480.8,3690.046877
27408,56427,945.335198
27409,137903,157.8191842
27410,61352,2129.348327
27411,26290,460.5445879
27412,35944,352.5126475
27455,81173.33333,2224.264525
27501,58414.5,1106.282238
27502,97373,593.9007965
27504,67164.5,1817.557425
27505,60384,280.6522861
27509,48019,508.6490837
27510,67765.5,1048.47278
27511,91824.42857,3048.231553
27513,112214,22833.19718
27514,118963,931.2028404
27516,36566,936.4916868
27517,100845.6667,2557.595764
27519,139580.25,1069.726668
27521,47377.5,1421.925907
27522,66500,624.0072954
27524,42696,385.9922418
27525,52092,644.1784703
27526,66882,794.8305961
27529,61040,849.1345848
27530,41731.5,625.3754332
27534,62702.33333,2253.360634
27536,41406,135.991288
27537,44158,3601.277824
27539,130200,327.3085256
27540,76832,705.6158153
27541,50265,456.5555369
27542,53492,522.3140484
27543,75844,502.465711
27545,81874.5,1168.935567
27546,45564,281.0577059
27549,48621,1642.791267
27551,65477,263.1567583
27557,26531,326.2918086
27559,57436.5,571.444221
27560,106140,412.5643234
27563,36644,203.3278863
27565,53784,444.6262704
27568,50658,433.1569822
27573,26699,331.4959721
27574,58983,532.579343
27577,48555,147.7607079
27582,55213,1671.57575
27583,66083,1680.322172
27587,89187,2672.861931
27591,66191.33333,1857.99054
27593,71782.5,1996.392405
27597,68700.5,1895.772655
27601,47914,404.9531975
27603,67713,2278.846509
27604,85098.5,891.218613
27606,65314.5,903.4585226
27607,45601,1953.478207
27608,141168,71.89488022
27609,62106.2,3686.272174
27610,61528,4167.321218
27612,96803,827.0071072
27613,62010.5,1159.827324
27614,112098.5,510.6486787
27615,85742,1350.406809
27616,54173.25,3285.134073
27617,112500,2.799551982
27701,25569.33333,936.3570644
27703,59167.33333,1465.149627
27704,47816.5,1574.578821
27705,64974.5,1859.215825
27707,54693,3774.532862
27709,57301,446.5795071
27710,44190,629.0377429
27712,77440,593.6289227
27713,103464.5,566.6861932
27801,34094.66667,2330.077938
27803,42641,389.1471781
27804,58355,2041.753772
27805,48201,352.1900555
27806,41171,22.19964799
27807,56209,1121.18883
27809,90341,426.8779906
27817,46134,1844.137879
27820,36911,313.9957977
27822,55806,201.9600453
27828,58838,374.7187405
27830,55198,241.1611505
27832,43725,1479.059704
27834,50149,3537.52198
27839,53044.5,363.3862909
27840,39634.5,975.4399042
27844,43180,323.1174395
27845,43187,392.5804444
27847,37437,289.6537355
27855,27941,213.7540352
27856,63609,800.83365
27858,44621.25,4438.711063
27864,52650.5,1456.079298
27865,43509.25,2729.880019
27868,88545,558.6554838
27870,37135.66667,1894.808485
27886,45562.5,901.2355452
27889,52154,16.89932595
27890,30472,363.9230834
27892,25156,568.1525831
27893,53992,2114.94356
27894,20447,271.3208666
27899,58871,570.5222442
27909,49910.8,1918.921827
27910,51360,1288.264113
27917,48040,391.9838656
27920,35595,42
27925,40750,1272.418316
27932,58320.33333,2056.769082
27937,53268,226.1522019
27948,54268,1947.269525
27949,68262,320.1186176
27950,64137,361.9834437
27954,0,0
27970,56624,420.0530852
27983,42053,275.3452198
27985,53255.5,429.1500759
28001,61027.66667,622.2043745
28009,54019,809.5027241
28012,63941.5,1586.98413
28016,49269,341.5195906
28018,49535,539.2180587
28020,44563,416.922395
28021,60311.5,850.7698534
28023,56607,753.3735851
28025,74608,1711.810049
28027,93010,2561.813065
28031,86613.33333,1406.810397
28032,69510,406.616722
28036,140057,161.7229748
28037,100443.3333,1187.067505
28040,36660,316.6865269
28041,61082,524.9117873
28043,35250.66667,2330.990549
28052,42339.5,2101.152486
28054,55008.33333,2035.413527
28056,69611,541.212502
28073,49383.5,520.6114337
28075,94798,563.2235067
28078,97866.8,2322.037142
28079,75411.5,1012.933561
28081,72323,407.1826232
28083,43441,907.6098877
28086,46825.5,2025.587883
28088,56337,439.2525299
28091,41026,233.9865797
28092,51954,885.9517876
28097,59309.5,1652.679731
28098,48600,356.890207
28101,47795,574.375988
28103,55420,237.2585415
28104,106425,759.8933537
28105,91284.5,1991.541256
28110,64744.5,4052.586351
28112,61146,896.7281988
28115,63398.33333,1438.856855
28117,115091.6667,1204.63043
28119,28179,185.994431
28120,48300,2336.640277
28125,56907,1062.794517
28128,55763,258.4631696
28133,40904,115.6950009
28134,46586,705.8704203
28135,40595,456.5516142
28138,54695,502.5457049
28145,54873,686.2907361
28146,63334,573.1110417
28147,55639.66667,1826.902259
28150,39184.2,1496.870976
28152,44417,481.98267
28159,34002,230.391489
28160,29984,528.2614326
28164,39329.5,465.5010873
28168,43957,1313.692581
28170,24144,340.9834932
28173,73988,1588.481861
28202,109970.5,844.7121843
28203,66576,233.4920613
28204,129689,84.82943232
28205,52207.66667,2607.79728
28207,187131,52.32670632
28208,40795,1819.819542
28209,88584,1200.377841
28210,94324,608.2956815
28211,78879.66667,1370.958709
28212,44238.5,1570.707621
28213,52260.66667,1419.710871
28214,55077.5,915.6695321
28215,41903.6,2860.758511
28216,34431,1440.262005
28217,37435,446.9862173
28223,38210.5,321.9154542
28226,131693,617.8948867
28227,55449,1550.578806
28262,65917,2514.265447
28269,63153,2690.579506
28270,92896,530.5720859
28273,97317.33333,1717.197388
28277,95584.625,4035.807699
28278,56695.66667,1090.454985
28301,38466.5,2568.479462
28303,40382.4,1880.860068
28304,51282.2,3813.279155
28306,65773,1019.405113
28307,64228.5,646.8416465
28311,67896,2403.695577
28312,47949,425.0486066
28314,62658.5,773.4982643
28315,71839,333.0416081
28320,44886.5,1085.082712
28327,49475.5,1480.887835
28328,52381,707.5396321
28329,34778,89.36343559
28333,44346.5,1627.998809
28334,47505,2110.272478
28338,46209.5,1424.676891
28340,32874,271.7270612
28341,35652,193.5968837
28345,43203,1730.6456
28348,60238,2092.332666
28352,45605.75,1998.274467
28358,59818.5,5829.36366
28359,41754,390.7236718
28360,60134.33333,1819.65478
28364,31459,1076.067541
28365,46906.5,1323.482022
28366,53847,486.1802239
28368,50021,872.6006528
28370,37342,390.8678139
28376,41525,972.3572996
28377,38651.66667,1372.400016
28379,30806,211.2483128
28380,48653,337.0579358
28382,50363,313.890578
28383,37606,883.264311
28384,42936,467.2523191
28385,40373.5,2302.591576
28387,44070,968.6318407
28390,42733.33333,4100.178292
28391,55012.5,392.717955
28392,31636,423.2068599
28394,60718,518.5815998
28398,38881,401.8871255
28401,44621,2037.848191
28403,59581.66667,1627.623056
28405,58695,2699.491129
28409,88135,1337.605433
28412,64105.66667,3919.139155
28420,50636,2195.378835
28428,33757,337.0849029
28430,51009,241.6279158
28433,40700.5,2104.78432
28436,52827,75.39722482
28438,56740,99.56098717
28442,40084,1344.251819
28443,66056.5,2011.468332
28445,74117,414.1765005
28450,48384,224.4895699
28451,50926,719.0104406
28457,54104,1535.417382
28458,48716,3.866545771
28459,52718.66667,1709.764972
28461,83505.8,2851.362842
28462,45625,882.0996806
28463,36077,873.1314898
28464,41633,763.5357418
28472,52095.66667,632.7972218
28478,41941,249.8189008
28479,41702,473.4251003
28501,39702.66667,1312.210387
28504,44483.5,967.0382593
28510,58334,205.4239932
28511,0,0
28513,92231,174.552767
28516,55510,578.246233
28518,51912,539.3471629
28525,53580,536.0495237
28532,56609.5,1011.912709
28540,54284,1749.092827
28546,56655,6127.634706
28547,0,0
28551,40949,2982.86891
28557,58899,957.1323861
28560,49215,1627.692071
28562,53018,1645.638898
28570,81710.25,846.9503082
28574,52125,959.0899218
28579,53911,310.6169386
28580,38325,558.5113073
28584,76948,350.8797953
28586,47068,400.4808268
28590,59956,331.0072283
28601,88805,1720.630657
28602,32342,466.5201519
28604,75720,165.9576472
28607,50152.5,1422.335724
28610,57291,309.3869288
28612,40881,2279.694534
28613,52001.75,4105.205787
28621,71109,169.9262151
28623,53459.5,1543.833148
28625,47675.5,2511.648618
28630,74078.5,1390.465607
28634,45937,372.0562488
28635,41869,530.5458071
28638,56298.66667,1570.528437
28640,44299.5,955.4356478
28642,46944,420.9150148
28645,36395,1446.053822
28650,51123.33333,1473.016089
28654,73987,662.5467805
28655,49350.28571,3725.310011
28657,56456,486.8072596
28658,52231.5,1970.446504
28659,45774.33333,3050.279186
28669,47115,2331.424949
28670,42629,189.4225605
28671,58971,348.684675
28676,68293,397.3517431
28677,56317.71429,1684.721341
28678,39345,595.4173069
28679,68168,919.7520031
28681,54685,471.4498708
28693,45055,320.5892015
28697,37027,877.0994993
28704,85641,484.5124713
28712,46302,298.0487644
28713,0,0
28714,38714,1544.441831
28715,34003,495.8230341
28716,42048,183.6615331
28719,43293,323.8842954
28721,42789,2414.231107
28723,49103,208.9923331
28730,77301,573.1151357
28734,48017.5,4137.431736
28739,48437.5,1830.318891
28741,81065,907.0987328
28743,39216,191.6558096
28746,68540,149.0929053
28748,50363.5,1768.322039
28752,44487,2630.57866
28754,57719,421.5475662
28756,60027,462.0852601
28759,70574,1392.626954
28762,41146,718.0443899
28772,35834.5,631.4361555
28773,57903.5,725.7696807
28777,46884,271.393023
28778,53468.66667,3494.095521
28779,54031.5,1115.585029
28781,55609,779.2658667
28782,66782,439.2433834
28786,58688.5,664.3050596
28787,67093,213.0887627
28791,64176,430.7754582
28792,43540,1910.385132
28801,44163,659.8500459
28803,52490.66667,2354.589531
28804,90139,536.9053831
28805,85326,263.9520288
28806,61102.66667,1514.42324
28901,39213,516.2805325
28906,52143,505.0083256
29003,33983,392.6578443
29006,39967,440.0739935
29010,55455,187.1615692
29015,43347,288.8514411
29016,95604.5,510.6254999
29020,50226,1834.162183
29033,59532.5,1041.535553
29036,100239,309.5799768
29039,48241,236.5457053
29042,39282,224.0540908
29045,61619,1308.372661
29047,40717,216.6222879
29048,33730,461.9360504
29052,37723,620.7188822
29054,55406.5,1475.105457
29058,41406.5,545.2370673
29061,66907,1437.421447
29063,64925.5,911.6726384
29069,43162.5,1353.001163
29072,83446.33333,1833.659815
29073,55422,1702.809841
29075,81399,185.925185
29101,44088,219.4263724
29102,45784,1620.895663
29104,40909,401.3493532
29108,40593,1617.268529
29112,45146,271.2573414
29115,40879.5,2316.634517
29128,43147,384.1834563
29130,53687,1591.513618
29133,34868,1222.190382
29138,61386.5,594.8733769
29142,60835,459.3123505
29148,47819,496.5143296
29150,48184.66667,1112.318844
29153,47982,902.901492
29154,65042,1690.606495
29160,52891.33333,2134.229309
29161,32916,379.9470031
29162,50110,380.8512588
29163,20298,34.16510555
29169,60195,886.6971349
29170,65832.5,1429.942649
29172,45776,1267.069083
29180,29123.5,1038.690338
29201,65975,447.3770608
29203,39176.75,2288.858676
29204,67514.5,1278.173022
29205,84335,1734.071129
29206,82670.5,1976.35055
29209,66246.5,720.6012504
29210,55936.71429,4247.955846
29212,89711.5,698.9829955
29223,71137.75,2514.915483
29229,71926,1061.215818
29301,35665,700.1191271
29302,56297,1529.508629
29303,32949.16667,3671.087023
29306,29769,354.2926201
29307,54771.33333,1603.745917
29316,70804.5,1194.443787
29325,78146,1145.549005
29334,61059.5,2314.560977
29340,39253.8,2555.249975
29341,38401,1017.773834
29349,62887.5,887.4585378
29353,30285,597.1687149
29356,50812,297.2151927
29360,50844.5,568.9812452
29364,36608,458.0848559
29368,52279,356.4272359
29369,91899,408.907482
29374,98277,369.7491514
29379,36560.25,1575.22823
29384,56840,316.1872101
29388,54971,296.8873371
29401,88801.5,621.1489209
29403,51004.4,1661.047825
29405,33774,2067.281259
29406,68622,462.5064558
29407,65935.2,2731.033386
29410,60741,299.7806546
29412,68166.33333,1932.955229
29414,95084,551.0436619
29418,41012.5,2154.954967
29420,98211,606.8439678
29437,37734,218.9170126
29438,0,0
29440,25295,1334.448866
29445,59067.57143,4466.87547
29449,65244,839.3562607
29450,63439,683.3294752
29455,122823,27.66555461
29456,51999.5,523.9817259
29458,62050,384.4402542
29461,49006.66667,2330.860085
29464,76077,2382.787509
29466,72599,94.59407166
29472,52349,1781.809068
29475,47073.5,383.1887754
29477,59196,59.69796233
29483,77935.4,2150.432041
29485,93324.66667,1978.695979
29488,40527,2919.546986
29501,78886.66667,1420.738108
29506,58085.2,2627.514564
29511,49292,1165.293374
29512,46838,579.1722649
29520,46823.66667,3851.572512
29526,56081.75,6519.120025
29532,37392.33333,2767.168104
29536,24135.5,800.1206874
29541,57234,1654.596635
29544,42046,172.8974658
29546,40302,238.7912149
29550,40219.66667,2323.03415
29554,42944.5,676.8671161
29560,50883,1724.312778
29565,40683,396.2491189
29566,63602.75,3287.201942
29569,37961,683.1202315
29570,35158.5,1703.394722
29571,49417,313.249739
29574,41929.5,1466.257234
29575,61164,366.3862565
29576,71029,4945.574288
29577,64814.75,2587.474056
29579,70196,1183.010483
29585,88819,148.327167
29588,47195.5,1111.333576
29590,39222,287.791105
29605,52954.66667,1897.047246
29607,54168.2,20856.41197
29609,45140.5,2245.563415
29611,36714,238.6919178
29615,70896.5,973.0280356
29617,50066.75,2046.188213
29620,45585.66667,2516.541597
29621,74237.66667,1937.304972
29624,43084,328.7591579
29625,42414.5,2964.094297
29626,68674,494.6015231
29627,32658,394.6891587
29630,27406.5,799.7865204
29631,48741,35.79955198
29639,55671,353.2509456
29640,41058,1486.226534
29642,51329.5,1357.524388
29644,62308,547.2163327
29645,51767.5,1581.079465
29646,48505.25,3007.446586
29649,61926,262.6892733
29650,88225.33333,2259.432025
29651,61239.66667,2162.717399
29653,50226,208.1524881
29654,47027,1474.839702
29655,28742,391.8547811
29657,44399,807.9801188
29669,31188,332.2553126
29670,51668.6,3171.907252
29671,47824.33333,2103.257833
29672,98490,205.8885054
29673,42231.5,1653.152134
29676,53067.5,501.8891671
29678,45845,2043.453658
29680,64964,2357.113448
29681,86414.25,3516.098567
29687,54738.75,2504.588386
29690,58181,486.8840653
29691,37177,286.8951992
29692,35164.5,1047.22127
29693,39674,246.1927323
29697,47735,1791.205147
29706,23536,384.5058523
29709,41062,384.9079126
29710,62743.33333,2000.31204
29715,101547,453.0000195
29720,49383.33333,2961.255335
29728,39297,1461.248017
29729,46425.5,1704.714062
29730,45997.5,3183.184005
29732,66284.16667,21749.42204
29745,54418,306.6445152
29801,56089.75,2122.425979
29802,70865,1012.399169
29803,91501,776.926929
29812,39970.5,1422.529409
29827,49853,249.8916707
29828,32783,952.5887649
29829,60284,596.7421474
29831,59163.5,1230.414109
29832,32456,334.9749987
29841,56201.75,3554.394933
29851,33016,579.987844
29853,63473,271.7543409
29902,45201,129.0972338
29906,71927.75,3363.382699
29907,55818,449.5512124
29910,84855,716.0019338
29911,45365,163.4269116
29918,41035,846.8386619
29920,95815,432.2394308
29926,82064.75,1150.384319
29935,58076,1910.067282
29936,45567,920.6410943
29940,52495,252.9092254
29944,52688,701.9711692
30002,66236,1444.490534
30004,105694.6,4007.011829
30008,62869,1679.193367
30011,66737,490.4746719
30012,54796.5,1500.813796
30013,69046,578.6441376
30014,46887.66667,4646.482279
30016,61413,1395.993916
30017,98846,340.445087
30019,99681.5,3938.874028
30021,66786,326.9528476
30022,136434.8333,10075.79536
30024,110440.75,958.252695
30025,53822,249.4888361
30028,85287.33333,1180.904764
30030,111227.5,705.0862508
30032,47971.4,8568.826399
30033,51567.5,701.7021095
30034,46723,527.6443213
30035,53814,1762.100768
30038,61208,1213.235985
30039,71091.25,1649.549762
30040,107910.75,1166.742856
30041,121741.1667,1447.955863
30043,64226,448.5432279
30044,59968.66667,3201.337183
30045,69688.5,8156.810367
30047,63445.8,2755.658985
30052,51882,521.0821298
30054,49647,750.3098591
30055,81606,941.0789568
30058,49154.66667,1644.449534
30060,47583.33333,15310.10888
30062,111088.75,1394.293308
30064,80495.2,3145.994576
30066,95989.42857,3316.090132
30067,72992,1519.793231
30068,126042,389.1936502
30071,59908,1796.11034
30075,111869.3333,1016.229633
30076,62343,681.7081683
30078,82787.4,5102.182181
30080,91204.33333,1574.967208
30082,50670.33333,2133.958754
30083,48219.66667,2033.318011
30084,80525.2,2296.416745
30087,102886.5,2462.005538
30088,48113,202.1287472
30092,89133,732.1239091
30093,41102,2066.541003
30094,83037,771.2924269
30096,51190,5989.563914
30097,119811,1415.121104
30101,89398.33333,2219.937775
30102,88795,1013.875594
30103,53935,442.166709
30106,55200.5,2668.506587
30107,73421,2183.943608
30108,53423,301.2259101
30113,44422,578.4385181
30114,98943,778.9267658
30115,99853.33333,1580.483038
30116,60065.33333,1079.01232
30121,54156,2818.650759
30124,45661.5,1492.02914
30125,44869,584.90997
30126,66201,2741.00574
30127,104422,495.7359953
30132,81158.33333,3599.547033
30134,56273.8,4555.911592
30135,74701.33333,2178.92657
30137,72920.5,814.0293449
30141,52089,731.4662603
30143,60303,1396.710305
30144,86642,634.9045428
30147,55844.5,1576.805651
30152,87212,446.6022398
30153,44585.5,510.7102217
30157,68920,1052.711133
30161,42200.25,2585.303026
30165,54440.5,548.4810137
30170,68010,793.9261537
30176,52387.5,1911.963807
30178,77568,403.5150136
30179,53791.5,3233.001499
30180,50473,2321.420215
30183,79863,426.3408708
30188,87111.5,1066.07804
30189,98791.66667,1301.810954
30204,48963.33333,2040.963083
30205,107764,99.5884791
30213,62930.5,4169.936938
30214,72166,441.0791265
30215,84946.5,2520.767789
30220,60912,1272.210983
30222,46526,216.8249785
30223,44705,2120.043582
30224,52292,1137.160519
30228,65802,2111.547948
30230,52590,1068.417404
30233,57564,1763.026792
30236,53870.33333,2520.182573
30238,44216,723.3075373
30240,48207.33333,882.5226861
30241,45779,1408.038453
30252,84165,436.3711029
30253,66243,9446.064902
30259,62715,619.4407146
30260,44877.5,2398.417454
30263,73804,401.6452036
30265,71940.5,1223.764531
30268,51506,316.9907259
30269,92318.66667,1617.005576
30273,79222,678.8335353
30274,45235.66667,1412.251056
30276,92982,377.9809727
30277,82432,1058.997886
30281,77978.5,2248.062916
30286,49122.75,1735.739962
30290,56107,212.1582556
30294,63710.66667,2318.665327
30295,44248,801.7597451
30296,41914,2577.07532
30297,42804,1345.524051
30303,58996,359.6095018
30305,132522.25,799.3414734
30306,89010.33333,2450.485802
30308,55929,982.031526
30309,101692,1588.653755
30310,36521,315.3536887
30311,46370.25,2905.684156
30312,28185.66667,1255.918977
30313,52454.5,939.5738656
30314,35119.33333,735.2129786
30315,41438,564.1769751
30316,69990.5,1521.871869
30317,59965.66667,1275.563369
30318,60823.25,2428.549313
30319,102743.5,10982.67679
30324,132078,189.2140915
30327,172399.5,494.7244718
30328,98212,2126.473596
30329,59090.75,2131.062476
30331,49861,1915.6732
30337,30142,182.6555774
30338,114678,178.7229166
30340,58804.33333,2116.926748
30341,54242.33333,2632.286808
30342,122944.6667,2126.105755
30344,40160.6,4166.62276
30345,139088,412.0038399
30349,53775.8,4862.352707
30350,86003.5,710.0919051
30354,45612,124.6885445
30401,44110,418.7875442
30410,54820,908.4920652
30411,26751,309.0822538
30415,48726,205.988693
30417,47395,180.8585146
30427,55382,1025.551146
30434,31788.5,469.6074167
30439,43320.5,520.1407395
30442,41475.66667,1289.207135
30450,39385.5,1094.954824
30453,42310,177.9971318
30457,44877,429.6134997
30458,34530,1171.738931
30461,32069,985.6978662
30467,49702.5,1781.65148
30471,40479,1329.905871
30474,74173,376.1117017
30501,47365.5,1415.810345
30504,52703,594.2470743
30506,70114,2131.339077
30507,37204.33333,1015.898087
30511,43920.5,1378.216433
30512,50226,719.0042232
30513,46424.5,2343.436514
30517,91985.5,370.0121465
30518,82629,3862.16133
30519,82304,291.4780993
30521,52348,799.8918091
30523,52078,22.33252215
30528,44684,928.0343887
30531,40499,2877.569607
30533,45113.66667,3529.407803
30534,66040.5,815.2687781
30535,51554,830.7635131
30536,49242,1349.503886
30540,48694,678.2055387
30542,70659,1336.227871
30546,43665,1178.256648
30548,76773,284.7516595
30549,76551,609.9392259
30553,56790.66667,1568.604482
30558,52828,1119.152024
30560,57816,317.0125594
30565,34184,114.5266524
30566,86049,429.6756138
30568,52362,510.5122734
30571,67415,810.3629286
30576,56365,1496.76443
30577,51213.66667,1648.235876
30605,47838.8,2984.042638
30606,67474.4,3026.458286
30620,55936,1214.055954
30621,84343,103.7953978
30629,47063,296.4260418
30630,49554.5,1690.526771
30635,38615.5,629.5555504
30642,83026,245.3889625
30643,40275.5,1784.24806
30650,50102,555.5441056
30655,62066,1488.533903
30656,50811,2089.210306
30662,47526,1445.315832
30669,30565,460.8411898
30673,47201,304.2586675
30677,116157,235.1806567
30680,54583.25,4902.014126
30683,37006,465.1840852
30701,57365.66667,2720.858737
30705,44975.33333,3607.379719
30707,54647,2462.667841
30720,63307.25,3708.436323
30721,47416.4,1450.260598
30725,39423,242.9936198
30728,53044,203.8227763
30731,42077,278.7228778
30733,45317,285.1594475
30736,75157,1270.300441
30739,74387,609.764101
30741,37395,3244.175203
30742,29242,249.7279421
30747,22544,344.4112094
30752,47436,1213.094224
30755,55561,699.8085257
30805,59143,165.0245784
30809,86398.8,2934.814829
30814,57612,520.1169423
30815,55369,50752.24577
30817,38705,590.2551655
30824,48992,271.7925119
30830,31299,186.190519
30901,28989.66667,1290.56051
30904,39869,746.4943805
30906,37438.8,2643.901904
30907,87258,1292.639688
30909,73866.75,1102.455819
31002,42704,696.6937181
31005,95423,517.1188109
31006,47290,939.2680039
31010,44209.5,928.8969102
31014,35413,797.2020801
31015,52834,379.1829312
31019,41749,163.3619765
31021,43999,4151.733253
31022,58786.25,1349.155996
31023,41101.5,2695.699507
31024,42792.5,759.9557281
31027,61198,211.0185282
31028,74854,1113.822857
31029,43869,380.7116047
31030,47950,914.2250507
31032,57274,320.7785029
31036,54743,387.0467097
31042,46787.66667,1655.568955
31044,33901.5,1168.314088
31047,83542.5,2184.593079
31052,73300,274.7831432
31055,38745,405.1229229
31061,50398.75,1167.726265
31063,21707,413.4747498
31064,52554.5,2616.305738
31068,27855,488.1058301
31069,80802,354.3785142
31075,35550,235.2925232
31079,50537,214.0549815
31082,56745.66667,582.0370385
31088,59221,1994.339941
31092,44128,555.9789819
31093,32770,176.9608352
31096,27910,265.1875412
31201,26122,321.5502427
31204,39688,1495.234379
31206,29661.66667,1271.467962
31210,68310.5,2250.566748
31211,26058.5,504.97912
31217,31776,454.4756745
31305,34399.5,402.2862105
31312,69717,781.2457
31313,46869,674.9983769
31316,51436,1777.298847
31321,58817,666.5111759
31322,66620,839.9531553
31324,86999,1261.894741
31326,73000.5,2045.6988
31333,52904.5,1771.999014
31401,49259,601.9156179
31404,42994.5,1424.755787
31405,48126.83333,3892.091177
31406,49525.66667,818.5672435
31408,21071.5,1304.725936
31410,92171.66667,1456.30205
31415,42164,666.5996329
31419,55166,1772.803883
31501,35504,602.2130842
31503,41487,1976.184751
31510,49250,404.7148437
31513,43261.5,2109.472919
31516,55367,692.0329425
31520,50162.5,482.2475992
31522,109183,230.3777566
31525,58317.66667,1766.269856
31533,42708,503.5933226
31535,27827,188.6221844
31539,46844,99.19832787
31545,42246,2086.375249
31553,46888,556.1025413
31557,48811,510.081368
31558,20772,430.8593093
31560,38495,216.7254966
31567,45153.66667,1447.122035
31569,39167,221.9958287
31601,36985.2,3145.547323
31602,68311.33333,2372.405909
31605,46829,301.7609106
31620,42055.33333,1844.203662
31632,41501.66667,2363.163561
31634,39251,246.8550299
31635,42770,334.9134127
31639,47001,462.2161264
31643,38893.5,1281.201383
31701,38482,24466.95681
31705,47191.75,1689.348019
31707,46432,660.7239468
31709,33587,1248.547964
31714,65249,112.2959198
31716,36842,1528.233463
31719,45589.33333,894.3511195
31721,90853,312.4163796
31730,37319,473.7326203
31750,33164,1292.721975
31756,47434,408.9217439
31768,41967.66667,2283.816453
31774,30844,351.7130069
31775,33235.5,994.9070585
31779,56576,9.399502625
31791,40177,478.4724119
31792,37158,1984.033512
31794,54197,555.5336178
31803,52407,454.3125408
31807,49348,303.5456379
31811,53573,258.3146029
31827,49225,322.9521438
31830,27656,324.5202278
31833,53882,207.6944278
31903,31860,1076.85208
31904,50821.5,2747.265744
31905,60883.5,401.7464941
31906,42312.25,1454.186084
31907,50836,49198.48213
31909,59721.66667,1040.286664
32003,69705,198.3857352
32011,51972.33333,1664.325171
32024,64372,589.1406041
32025,50670.5,543.5785408
32034,66992,1693.602918
32038,53918,1492.4676
32040,56425.5,1199.671741
32043,82163,1292.215089
32053,40970.5,1588.430779
32054,41693,405.6172128
32063,60142,1227.039593
32064,39518.33333,1278.16489
32065,93520,1785.166279
32068,65549,458.9405099
32073,65049.85714,6777.360671
32081,103246,886.865964
32082,106270,1855.09264
32084,56180.5,1530.525227
32086,84097.66667,697.0058157
32091,64434,275.1924608
32092,66488,412.1503054
32095,121540,432.7641548
32096,55579,1766.773785
32097,82905,562.4314475
32110,56083,1680.970032
32112,43027,1058.83388
32114,37164.2,2871.228977
32117,33808.66667,3845.304437
32118,46598,303.0865736
32119,44354,1407.111302
32127,60594.5,3296.100457
32128,84726.5,1715.206777
32129,46112,957.1737234
32130,101198,446.5733542
32131,45303,414.8939754
32136,51038,140.8301165
32137,58556,2417.51381
32141,50688.5,2512.330222
32148,39480,383.2136299
32159,57486,2010.564646
32162,63997,3435.602863
32164,30351.5,584.6111152
32168,48009.5,1113.742717
32169,66599,265.8496727
32174,51070.5,3416.776259
32177,39220.5,2079.310152
32180,58420,888.4677399
32195,61645,2142.011526
32205,53291.8,3683.875124
32207,50384.5,3769.149393
32208,35932,344.1793009
32209,25250.375,3972.510741
32210,71527.75,1484.768312
32211,58480.5,1545.020034
32216,60247.33333,1635.237546
32217,26764,452.514359
32218,56549.5,2276.153215
32219,37429,101.3263946
32221,95659,439.4650698
32223,90677,165.5205172
32224,77625,116.2269699
32225,82235.33333,1737.136335
32233,41673,1973.256917
