Zip_Code,Average Income,Total households
05101,44911,81.6313041
05143,39629.5,745.7848433
05156,68432,190.9575161
05158,67077,824.2364821
05201,55777,1619.429882
05251,81414,133.1227819
05301,61363,961.4782185
05341,61968,140.0291069
05343,52163,135.0266086
05344,76842,171.4240367
05401,56393,1887.656276
05403,0,0
05443,59089,986.4994175
05446,85489,1974.720106
05452,54178,367.7802556
05455,69103,239.4842721
05457,72697,452.1430854
05461,67634,623.338205
05465,109148,330.2393899
05468,85213,423.9064586
05477,80395,408.0801804
05478,52160.5,620.2086722
05482,83283.5,420.2453986
05486,78704,148.6894445
05487,91764,158.2232541
05488,70307,1469.379387
05490,96753,963.4702293
05491,97158,143.4898597
05602,70599,806.8611438
05641,58957,182.0554356
05651,54118,26.99839989
05656,41003,1151.892515
05661,52750,732.7302403
05669,63982.5,1302.927996
05673,64286,87.6650079
05675,65489,225.5910078
05676,84936,245.5849733
05680,71370,555.943824
05681,63133,207.857188
05701,64958.5,566.4055778
05733,58722.5,678.8486508
05743,54373,754.3380358
05753,61620,170.9890746
05757,63439,202.7917015
05758,69668,310.1891809
05777,53331,1038.13211
05819,54134,313.6219042
05821,66607,123.0590882
05822,50979,210.7196274
05851,53058,1173.134922
05859,56892,1417.202524
05872,52918,392.3197257
06001,152937,123.5546364
06002,81403.66667,1360.07053
06010,76556,1682.128809
06013,123550.5,847.8770231
06029,104743,383.9648326
06032,107219.5,1423.814043
06033,121767.5,347.8758962
06035,129937,151.4195661
06037,98769,622.5662428
06039,83471,195.7597743
06040,80609.42857,2678.553801
06051,38759.6,2745.157359
06053,47052,664.6734637
06062,63526,189.8931816
06066,81050,1191.758376
06070,137616,108.5199825
06071,106557,118.7903746
06074,97767.33333,1493.95147
06076,89378,335.9798263
06078,108457,202.3874915
06082,69633.75,2240.05083
06083,77804.5,1041.808665
06084,135825,58.09058144
06085,80873,366.352474
06088,91993,181.6463967
06089,119367,798.2363624
06095,85503,358.541278
06098,93433,228.6836102
06103,92065,392.6677757
06105,35502.66667,2985.746594
06106,37395.2,2848.663863
06107,126899.5,175.5168318
06108,49983,335.7551135
06109,104092.75,1909.627227
06111,90282.33333,1203.262236
06112,65980,171.4208121
06114,0,0
06117,113498.5,266.4866961
06118,72687.75,1700.731508
06119,127443.3333,680.6133912
06120,46079.25,1381.788089
06226,44232,1152.483748
06232,109190,255.1497065
06234,98207,270.144394
06235,82752,215.6845185
06238,125500.5,731.6437676
06249,93388,309.3745392
06250,96539,526.113312
06255,79434,1390.703302
06256,95375,172.2592252
06260,53078,340.1523086
06263,90916,156.8913569
06281,98298,177.8890355
06320,56785.25,1755.647229
06331,88261,792.5053571
06333,117312,625.2221212
06334,89793,239.4841787
06335,116470,162.7549717
06340,94408.6,1305.014671
06351,50119,1693.906832
06354,67489,1152.911054
06357,80710,417.6785691
06359,83510,244.6546939
06360,64557,1183.447639
06365,83250,934.6479114
06370,106332,1051.346211
06371,49144.5,228.3230706
06379,79825,428.9081732
06385,99437,336.2457476
06390,88039,237.7914832
06401,51121.5,1119.544063
06403,81536,315.0494674
06405,98804.5,370.9383887
06409,122136,102.0618567
06410,118421,910.9105596
06412,85402,366.2157556
06413,87130,151.8921797
06415,119304,255.078681
06418,62666,372.7190293
06424,113137.5,615.2447632
06437,97220.33333,1120.885591
06441,113216,162.2558185
06443,118496,223.9506268
06447,108144,108.3255419
06450,54483.85714,2811.761317
06455,98817,296.3846996
06457,71423,2670.179887
06460,111142,1386.813215
06468,140361,878.9222637
06469,109105,532.5671992
06470,109949.5,367.3394469
06471,82036,218.7193951
06473,97518,470.3033565
06475,116901,909.8741267
06477,100847.5,572.305181
06479,89718,315.3779461
06480,87001,285.5809037
06482,138007,402.3661618
06483,97053,159.6501112
06484,111811.75,7736.232241
06488,50188,325.9902333
06489,101548.5,1323.862687
06492,84868,1206.225805
06498,69861,170.9879456
06511,53491.5,3998.655503
06512,84509.5,6043.844766
06513,71707.33333,2820.34655
06514,63138,596.6790818
06515,59068,331.1729185
06516,75258.83333,13399.83678
06517,91352,232.3794236
06518,128829,1038.655386
06519,51318,443.8561774
06524,109823,975.6024163
06604,48678,1292.767716
06605,58008.5,652.6762394
06606,68649.5,1352.432953
06607,47540,120.4303094
06610,51586,1731.439237
06611,143291,321.0045056
06614,87528,1476.130186
06615,88813.75,1737.143741
06702,18282,1699.863299
06704,44992,901.7853725
06705,66547.5,1714.757339
06706,40932,241.1288695
06708,50486,1010.662514
06710,53159,381.8525496
06712,103289,143.326545
06716,90299,746.7095793
06756,89688,357.7677656
06759,84949,478.7400402
06762,87933.5,547.5370926
06763,96296,397.0761267
06770,69637,1975.936807
06776,100612,822.6449633
06779,72927.5,2564.665532
06784,120615,483.0668603
06786,79117,222.0558396
06787,100950,346.7802965
06790,62263,9961.728357
06794,93538.5,844.0883562
06798,91670,340.1140045
06801,87168,1983.049174
06804,75138,456.8810163
06810,80767.25,1984.528309
06811,98927.66667,1569.165313
06812,114629,475.3979921
06820,192882,33.3630173
06824,157949.75,804.5049083
06825,143391,266.7769129
06830,105290.5,1338.391749
06831,183845.5,168.518176
06840,169270,441.6594017
06850,97645,1083.570463
06851,108795,1523.47485
06854,50719,460.2132905
06855,115368,111.0231246
06870,76944,1105.780781
06877,151236.3333,356.7662737
06878,132757,84.99062953
06880,150009,994.3014145
06890,166880,176.9816942
06897,163612.6667,183.7449554
06901,66875,341.982985
06902,111723.75,903.9523124
06903,152458.5,445.6948148
06905,103150,20675.24928
06906,73552.66667,1763.404794
07001,77648,3440.039618
07002,51429.85714,2925.264001
07003,92231.2,1032.708139
07005,106045,2033.951241
07006,161465.6667,651.7066162
07008,53173,551.4810262
07009,117753,271.3530686
07010,74850.25,1845.361651
07011,72457,532.4308968
07012,92309,175.1261016
07013,85580.5,1818.101043
07016,111265,762.7759018
07017,55287.6,2147.522399
07018,56516,1451.042687
07020,127402.5,822.1631423
07021,166235,56.66005179
07022,56536,277.6546187
07024,66520.33333,1173.807192
07026,56396.33333,8850.597329
07028,125910,73.05921007
07029,65513.5,645.7728553
07030,133515,1293.71129
07031,90839.5,4387.996795
07032,93349.75,1041.857219
07033,95555,107.0562889
07035,85832,325.2188774
07036,79757,630.5285042
07039,126392,809.3345393
07040,107229.25,1319.354347
07041,124954,70.3925118
07042,117288.1667,1302.648992
07044,161195,87.69086326
07047,67690,2347.563455
07050,37003,3308.348059
07052,90525.6,1784.987619
07054,96535,1133.757647
07055,60790.6,2257.730375
07057,64150,127.693031
07058,157448,108.556275
07060,75821.66667,2422.083227
07063,60550,321.5502719
07065,65541,484.8822454
07066,112001.3333,1218.484535
07067,116505.5,580.8916694
07069,134247,333.9193686
07070,89306,155.7202996
07071,89014.66667,1249.869006
07073,103257,307.6075711
07075,99678.33333,2470.47411
07076,125404.5,1921.55248
07077,94519,431.0410157
07078,216503,22.72922127
07079,166307,85.92634443
07080,90319.33333,3844.151626
07081,89338,521.6668804
07083,95509.8,1295.897924
07086,85104,1297.026616
07087,51290.25,2041.744187
07090,157914.5,202.7186498
07091,106938,820.7241223
07092,153091,116.0186573
07093,52970.66667,3435.357912
07094,90323,141.824517
07095,84951,171.3867211
07102,37887.5,1880.762288
07103,37881.4,2004.28739
07104,37655.75,2688.098082
07105,42782.5,1688.050049
07106,34639,1793.785672
07107,43322.33333,2333.002643
07108,34168.66667,914.7598622
07109,75256.5,1829.168618
07110,99066,1541.464864
07111,53532,1934.059914
07112,49364.25,1662.177548
07201,49763.5,511.348755
07202,55567,3417.29658
07203,70801,1682.880532
07204,91199,193.3807556
07205,82936.33333,808.0254135
07206,64682,155.2237228
07208,72068.33333,1951.651244
07302,89351.71429,2016.580742
07304,65845.66667,3549.660923
07305,98291.66667,1309.589128
07306,53741.33333,1421.365009
07307,60239.8,2399.278362
07401,120255,167.6161568
07403,90333,235.8883427
07405,120901.5,766.5212616
07407,89006,261.0892952
07410,112369,1473.066584
07416,67169,187.6583126
07419,95543,449.6994646
07420,88810,608.200473
07421,105216,330.4068026
07423,142600,50.29607496
07424,90511,402.9399017
07430,119240.5,620.52005
07432,85092,1518.251136
07436,164415,63.18984143
07439,91850,344.9422733
07442,96207,98.22772466
07444,87393,1447.00462
07446,119641,115.2567053
07451,166789,208.350664
07452,165661,84.99376519
07458,152761,524.930397
07462,95392.33333,1056.596345
07463,126015,158.1864719
07465,94371,123.0226864
07470,116975.75,1096.046387
07480,105688,297.6098796
07481,126994.5,329.9138293
07501,43010,2309.795758
07502,70177.5,1412.592525
07503,55167,196.8884322
07506,100765.5,1359.970746
07508,83258.66667,505.7403546
07512,79081,200.2150814
07514,57166.5,2232.145299
07522,24541.66667,1386.381556
07524,26419,182.4948388
07601,77505,1835.589334
07603,110861,141.8193551
07604,74523,234.3096192
07605,104223,1078.538876
07607,101057,90.29395619
07621,90998.66667,1093.028217
07626,119483,131.0247107
07628,96876.33333,3606.830149
07631,86703.33333,1047.074681
07632,165326.5,522.98798
07641,160653,89.82492397
07642,87400,258.3852465
07643,74703,210.8148536
07644,53389.33333,5861.065624
07646,93802.5,586.2973434
07647,106081,217.9444083
07648,118113,784.3785581
07649,121729,174.0895154
07650,87153,139.5866071
07652,121952,1127.294194
07656,138493,1191.026795
07657,90572.5,1580.046009
07660,59538,386.4837749
07661,117311,767.1884483
07663,108596,1134.729265
07666,136068.25,332.5639895
07670,154902.3333,2274.37553
07675,123627.25,762.7065952
07701,138269.5,137.1863222
07702,118258.5,986.0345401
07712,76736,1278.921008
07716,103614,1625.155644
07719,101721,522.0086532
07720,90813,119.524124
07723,68925,66.36356764
07724,49972,185.4232194
07726,149474.5,764.0900639
07727,71527,189.3882614
07728,104610,1819.34693
07730,112001.5,236.7490609
07731,120885,273.8114622
07733,159715,56.42870343
07734,69279,101.1246658
07735,81733,1966.637174
07737,82880,510.9742694
07738,168103,66.76048315
07739,168139,147.8475695
07740,82986.66667,381.3127631
07746,142405,217.1113163
07747,95956.25,1359.417816
07748,77315,217.0569457
07751,127256.5,927.9684007
